Slang,Makna,No_Konteks,Konteks
manganya,,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
panchinko,,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
bagusss,bagus,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
blum,belum,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
brp,berapa,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
tomorrow,besok,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
mayan,lumayan,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
mention,menyebukan,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
triggering,memicu,296,"@imhappysky Iya ih anyaaa tiap episode shshs sky baca manganya juga gak? Ah panchinko katanya bagusss! Aku blum nonton udah episode brp sekarang? Tomorrow kata aku mayan sih, tapi ada mention suicide sama depresi jadi kalau triggering harus ati ati sih"
anyway,bagaimanapun,298,"@PentilRam itu 17 ribu menekankan poin bahwa dia depresi? atau gimana? haha anyway, selamat lebaran 🙏🏻"
mbacotan,bacotan,299,@bachrum_achmadi MBACOTAN orang yg lagi depresi !! https://t.co/jogOVJOO1E
struggling,berjuang,300,"Paham sekali kondisi psikologis orang depresi karna pernah di sana, dan masih struggling. Let’s be open-minded and kind to others"
lets,mari,300,"Paham sekali kondisi psikologis orang depresi karna pernah di sana, dan masih struggling. Let’s be open-minded and kind to others"
minded,pikiran,300,"Paham sekali kondisi psikologis orang depresi karna pernah di sana, dan masih struggling. Let’s be open-minded and kind to others"
kind,baik hati,300,"Paham sekali kondisi psikologis orang depresi karna pernah di sana, dan masih struggling. Let’s be open-minded and kind to others"
others,yang lain,300,"Paham sekali kondisi psikologis orang depresi karna pernah di sana, dan masih struggling. Let’s be open-minded and kind to others"
ngurung,mengurung,303,"tapi kalo udah cape dan pengen sendiri kayak orang depresi, ngurung diri diem seharian aja kuat"
ttp,tetap,304,meski lg depresi bersih” ttp jalan brodi
brodi,kawan,304,meski lg depresi bersih” ttp jalan brodi
tegaaaa,tega,305,"nunggu di kopi kenangan sejam lebih padahal take away, pegawainya cuma 2. ga tegaaaa.. kesian. sambil mereka ngerjain ada suara : ‘pesanan baru diterima’ ga brenti brenti. wow, kita yg nunggu ikut depresi."
ngerjain,mengerjakan,305,"nunggu di kopi kenangan sejam lebih padahal take away, pegawainya cuma 2. ga tegaaaa.. kesian. sambil mereka ngerjain ada suara : ‘pesanan baru diterima’ ga brenti brenti. wow, kita yg nunggu ikut depresi."
brenti,berhenti,305,"nunggu di kopi kenangan sejam lebih padahal take away, pegawainya cuma 2. ga tegaaaa.. kesian. sambil mereka ngerjain ada suara : ‘pesanan baru diterima’ ga brenti brenti. wow, kita yg nunggu ikut depresi."
wow,wow,305,"nunggu di kopi kenangan sejam lebih padahal take away, pegawainya cuma 2. ga tegaaaa.. kesian. sambil mereka ngerjain ada suara : ‘pesanan baru diterima’ ga brenti brenti. wow, kita yg nunggu ikut depresi."
psychotherapy,psikoterapi,306,"Anak yang diberi ASI berisiko rendah mengalami depresi saat dewasa. [Jurnal Psychotherapy and Psychosomatics, Livescience"
psychosomatics,psikosomatik,306,"Anak yang diberi ASI berisiko rendah mengalami depresi saat dewasa. [Jurnal Psychotherapy and Psychosomatics, Livescience"
livescience,biologi,306,"Anak yang diberi ASI berisiko rendah mengalami depresi saat dewasa. [Jurnal Psychotherapy and Psychosomatics, Livescience"
gimanaa,bagaimana,308,@yama1717_ @beingsaltnlight @AREAJULID Tolong dong biar ga punya pikiran yg kek gitu gimanaa gw dah depresi bgt soalnya sama keadaan skrg yg blm tentu terjadi udh solat sampe nangis pun sma aja sampe mau bundir kalo di inget2 huhuu..
huhuu,sedih,308,@yama1717_ @beingsaltnlight @AREAJULID Tolong dong biar ga punya pikiran yg kek gitu gimanaa gw dah depresi bgt soalnya sama keadaan skrg yg blm tentu terjadi udh solat sampe nangis pun sma aja sampe mau bundir kalo di inget2 huhuu..
admin,administrator,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
sosmed,media sosial,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
nh,nah,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
lakuin,melakukan,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
petiggi,petinggi,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
gni,begini,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
msh,masih,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
outsiurcing,tenaga kerja eksternal,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
customer,pelanggan,309,Inget admin sosmed nh g salah jg Krn memang cuma lakuin tugas Balik lg ke kebijakan petiggi nya Admin sosmed gni udh lebaran masuk Mereka msh outsiurcing Gaji g se berapa sm depresi nya d serang customer
anjeng,anjing,310,lama² lu bikin gw jd bipolar anjeng
love,cinta,311,"skrg gue baru sadar yg salah itu diri lu sendiri, pendam aja kemarahan dan kesedihan, tapi kalau ada yg meluk, gue pasti nangis kencang, karna baru sadar akhir2 ini love languange gue adalah sentuhan, sejak dulu jrg dipeluk, jd anak yatim di usia kecil, ibu gue masuk fase depresi"
languange,bahasa,311,"skrg gue baru sadar yg salah itu diri lu sendiri, pendam aja kemarahan dan kesedihan, tapi kalau ada yg meluk, gue pasti nangis kencang, karna baru sadar akhir2 ini love languange gue adalah sentuhan, sejak dulu jrg dipeluk, jd anak yatim di usia kecil, ibu gue masuk fase depresi"
jrg,jarang,311,"skrg gue baru sadar yg salah itu diri lu sendiri, pendam aja kemarahan dan kesedihan, tapi kalau ada yg meluk, gue pasti nangis kencang, karna baru sadar akhir2 ini love languange gue adalah sentuhan, sejak dulu jrg dipeluk, jd anak yatim di usia kecil, ibu gue masuk fase depresi"
nurutin,menuruti,312,Nurutin ekspetasi orang bikin depresi
ngetawain,menertawai,313,lebaran kok depresi wkwkwk . maap ngetawain diri sendiri
iqro,baca,314,"@literarybase Iqro - Pardamean Harahap No debat, gue depresi cari solusi sana sini, beli banyak buku tapi gaada yang bisa mengatasi masalah gue. Anehnya buku iqro itu kayak hidup dan perlahan gue merasa damai"
pardamean,,314,"@literarybase Iqro - Pardamean Harahap No debat, gue depresi cari solusi sana sini, beli banyak buku tapi gaada yang bisa mengatasi masalah gue. Anehnya buku iqro itu kayak hidup dan perlahan gue merasa damai"
harahap,,314,"@literarybase Iqro - Pardamean Harahap No debat, gue depresi cari solusi sana sini, beli banyak buku tapi gaada yang bisa mengatasi masalah gue. Anehnya buku iqro itu kayak hidup dan perlahan gue merasa damai"
stlh,setelah,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
jengkelin,menjengkelkan,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
effort,upaya,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
sblm,sebelum,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
dipake,dipakai,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
diskusiin,mendiskusikan,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
bmkg,,315,"Baru kali ini lebaran bener-bener happy. Ga cuma akhirnya lebaran sama keluarga stlh 4 tahun lebaran sendiri, ga ada pertanyaan2 yg jengkelin. Keluarga w semua effort cari tau bipolar itu apa sblm ketemu wkwk. Dan sebagian waktu dipake diskusiin data hujan bmkg sama om (?) 🤣🤣 https://t.co/inqWCt99qk"
cnn,,316,"Apakah depresi bisa dicegah dan seperti apa penanganannya? Koresponden CNN Indonesia, Armand Helmy akan menjelaskan selengkapnya. https://t.co/ns6OyEQkD6 https://t.co/0QJAazxUeN"
armand,,316,"Apakah depresi bisa dicegah dan seperti apa penanganannya? Koresponden CNN Indonesia, Armand Helmy akan menjelaskan selengkapnya. https://t.co/ns6OyEQkD6 https://t.co/0QJAazxUeN"
helmy,,316,"Apakah depresi bisa dicegah dan seperti apa penanganannya? Koresponden CNN Indonesia, Armand Helmy akan menjelaskan selengkapnya. https://t.co/ns6OyEQkD6 https://t.co/0QJAazxUeN"
brnyawa,bernyawa,317,tiap tiap yg brnyawa psti akn mrasakan depresi
akn,akan,317,tiap tiap yg brnyawa psti akn mrasakan depresi
mrasakan,merasakan,317,tiap tiap yg brnyawa psti akn mrasakan depresi
tbtb,seketika,318,"kayaknya gw bipolar ya, tbtb pingin mashi😔"
mashi,,318,"kayaknya gw bipolar ya, tbtb pingin mashi😔"
postpartum,setelah persalinan,319,"Mengenali Faktor Penyebab Depresi Postpartum, Perubahan Suasana Hati yang Parah setelah Melahirkan https://t.co/sV1XpVRhly"
pusygrah,,320,pusygrah depresi level 100++
playlist,daftar putar,321,"@cakeszai Aku tuh nemu playlist Spotify khusus untuk chap 101 di tiktok, nah aku penasaran kan, jadi aku coba dengerin sambil baca ao3, keliatan banget gak sih yang depresi dan mau menyenangkan diri sendiri 😭😭"
spotify,spotify,321,"@cakeszai Aku tuh nemu playlist Spotify khusus untuk chap 101 di tiktok, nah aku penasaran kan, jadi aku coba dengerin sambil baca ao3, keliatan banget gak sih yang depresi dan mau menyenangkan diri sendiri 😭😭"
chap,,321,"@cakeszai Aku tuh nemu playlist Spotify khusus untuk chap 101 di tiktok, nah aku penasaran kan, jadi aku coba dengerin sambil baca ao3, keliatan banget gak sih yang depresi dan mau menyenangkan diri sendiri 😭😭"
tiktok,tiktok,321,"@cakeszai Aku tuh nemu playlist Spotify khusus untuk chap 101 di tiktok, nah aku penasaran kan, jadi aku coba dengerin sambil baca ao3, keliatan banget gak sih yang depresi dan mau menyenangkan diri sendiri 😭😭"
ao,,321,"@cakeszai Aku tuh nemu playlist Spotify khusus untuk chap 101 di tiktok, nah aku penasaran kan, jadi aku coba dengerin sambil baca ao3, keliatan banget gak sih yang depresi dan mau menyenangkan diri sendiri 😭😭"
sugan,,322,Sugan urngteh bipolar. Tadi pagi pengen bunuh diri. Sorenya ketawa2 ga jelas 😱
urngteh,saya,322,Sugan urngteh bipolar. Tadi pagi pengen bunuh diri. Sorenya ketawa2 ga jelas 😱
bplr,bipolar,323,@YourSoulPiercer @srwnd_ @arxhux Sorry mbak kata psikiater saya ini bipolar dan kebetulan sagitarius tp itu bukan “basically” bplr gabisa diem dan gonta ganti pasangan:) mindset tlg diubah
mindset,pola pikir,323,@YourSoulPiercer @srwnd_ @arxhux Sorry mbak kata psikiater saya ini bipolar dan kebetulan sagitarius tp itu bukan “basically” bplr gabisa diem dan gonta ganti pasangan:) mindset tlg diubah
tlg,tolong,323,@YourSoulPiercer @srwnd_ @arxhux Sorry mbak kata psikiater saya ini bipolar dan kebetulan sagitarius tp itu bukan “basically” bplr gabisa diem dan gonta ganti pasangan:) mindset tlg diubah
korea,,327,"@YoonaTwin Bagus kok ceritanya relate sama kehidupan. Tentang depresi, rahasia, bahkan cerita dua garis biru versi korea juga dibahas. Banyak pemeran utamanya sist.."
sist,kak,327,"@YoonaTwin Bagus kok ceritanya relate sama kehidupan. Tentang depresi, rahasia, bahkan cerita dua garis biru versi korea juga dibahas. Banyak pemeran utamanya sist.."
leonard,,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
family,keluarga,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
jaztin,,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
alexnia,,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
messed,kacau,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
their,milik mereka,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
parents,orang tua,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
died,mati,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
kick,menendang,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
sister,saudara perempuannya,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
puppetnya,bonekanya,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
dijadiin,dijadikan,328,"leonard family (perseus, ares, jaztin, alexnia) messed up since their parents died. Perseus kick his sister off. Ares depresi, trs si jaztin jadi semacam puppetnya perseus dan dijadiin model ternama 😀"
lrt,,329,LRT JIWA DEPRESI HILANG HALO SKM BROS
skm,,329,LRT JIWA DEPRESI HILANG HALO SKM BROS
diagnose,diagnosis,330,Mulai mikir apa gua bipolar ya anjing tp ga boleh self diagnose
in,di dalam,331,"kenapa ya orang” tua suka meremehkan bgt anak yg depresi? kayak if you are in their positions pasti mengalami yg sama kan? ga punya tujuan, hopeless, etc. everybody goes through that phase at least once, bedanya org yg depresi, phasenya lama, dan org yg mengalami terjebak disitu"
